lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2,weibull.max,weibull.adjust
BM,iceon,2004-12-17,2004,352,352,1,TRUE,NA
BM,iceon,2005-12-03,2005,337,337,1,TRUE,NA
BM,iceon,2006-12-05,2006,339,339,1,TRUE,NA
BM,iceon,2007-12-03,2007,337,337,1,TRUE,NA
BM,iceon,2008-12-03,2008,338,338,1,TRUE,NA
BM,iceon,2009-12-07,2009,341,341,1,TRUE,NA
BM,iceon,2010-12-06,2010,340,340,1,TRUE,NA
BM,iceon,2011-12-05,2011,339,339,1,TRUE,NA
BM,iceon,2012-12-11,2012,346,346,1,TRUE,NA
BM,iceon,2013-11-27,2013,331,331,1,TRUE,NA
BM,iceon,2014-11-21,2014,325,325,1,TRUE,NA
BM,iceon,2015-12-28,2015,362,362,1,TRUE,NA
BM,iceon,2016-12-12,2016,347,347,1,TRUE,NA
BM,iceon,2017-12-11,2017,345,345,1,TRUE,NA
BM,iceon,2018-11-19,2018,323,323,1,TRUE,NA
BM,iceon,2019-12-02,2019,336,336,1,TRUE,NA
BM,iceon,2020-12-07,2020,342,342,1,TRUE,NA
CB,iceon,1982-11-22,1982,326,326,1,TRUE,NA
CB,iceon,1983-11-14,1983,318,318,1,TRUE,NA
CB,iceon,1984-11-06,1984,311,311,1,TRUE,NA
CB,iceon,1985-11-11,1985,315,315,1,TRUE,NA
CB,iceon,1986-11-10,1986,314,314,1,TRUE,NA
CB,iceon,1987-11-23,1987,327,327,1,TRUE,NA
CB,iceon,1988-11-18,1988,323,323,1,TRUE,NA
CB,iceon,1989-11-13,1989,317,317,1,TRUE,NA
CB,iceon,1990-11-26,1990,330,330,1,TRUE,NA
CB,iceon,1991-11-04,1991,308,308,1,TRUE,NA
CB,iceon,1992-11-06,1992,311,311,1,TRUE,NA
CB,iceon,1993-11-08,1993,312,312,1,TRUE,NA
CB,iceon,1994-11-23,1994,327,327,1,TRUE,NA
CB,iceon,1995-11-07,1995,311,311,1,TRUE,NA
CB,iceon,1996-11-11,1996,316,316,1,TRUE,NA
CB,iceon,1997-11-11,1997,315,315,1,TRUE,NA
CB,iceon,1998-12-08,1998,342,342,1,TRUE,NA
CB,iceon,1999-11-27,1999,331,331,1,TRUE,NA
CB,iceon,2000-11-17,2000,322,322,1,TRUE,NA
CB,iceon,2001-12-07,2001,341,341,1,TRUE,NA
CB,iceon,2002-11-14,2002,318,318,1,TRUE,NA
CB,iceon,2003-11-06,2003,310,310,1,TRUE,NA
CB,iceon,2004-11-22,2004,327,327,1,TRUE,NA
CB,iceon,2005-11-17,2005,321,321,1,TRUE,NA
CB,iceon,2006-11-30,2006,334,334,1,TRUE,NA
CB,iceon,2007-11-16,2007,320,320,1,TRUE,NA
CB,iceon,2008-11-17,2008,322,322,1,TRUE,NA
CB,iceon,2009-12-01,2009,335,335,1,TRUE,NA
CB,iceon,2010-11-22,2010,326,326,1,TRUE,NA
CB,iceon,2011-11-18,2011,322,322,1,TRUE,NA
CB,iceon,2012-11-26,2012,331,331,1,TRUE,NA
CB,iceon,2013-11-19,2013,323,323,1,TRUE,NA
CB,iceon,2014-11-10,2014,314,314,1,TRUE,NA
CB,iceon,2015-11-23,2015,327,327,1,TRUE,NA
CB,iceon,2016-12-05,2016,340,340,1,TRUE,NA
CB,iceon,2017-11-07,2017,311,311,1,TRUE,NA
CB,iceon,2018-11-09,2018,313,313,1,TRUE,NA
CB,iceon,2019-11-06,2019,310,310,1,TRUE,NA
CB,iceon,2020-11-18,2020,323,323,1,TRUE,NA
CR,iceon,1982-12-07,1982,341,341,1,TRUE,NA
CR,iceon,1983-12-03,1983,337,337,1,TRUE,NA
CR,iceon,1984-12-01,1984,336,336,1,TRUE,NA
CR,iceon,1985-11-25,1985,329,329,1,TRUE,NA
CR,iceon,1986-11-19,1986,323,323,1,TRUE,NA
CR,iceon,1987-12-03,1987,337,337,1,TRUE,NA
CR,iceon,1988-12-01,1988,336,336,1,TRUE,NA
CR,iceon,1989-11-22,1989,326,326,1,TRUE,NA
CR,iceon,1990-12-03,1990,337,337,1,TRUE,NA
CR,iceon,1991-11-27,1991,331,331,1,TRUE,NA
CR,iceon,1992-11-30,1992,335,335,1,TRUE,NA
CR,iceon,1993-12-01,1993,335,335,1,TRUE,NA
CR,iceon,1994-12-02,1994,336,336,1,TRUE,NA
CR,iceon,1995-11-24,1995,328,328,1,TRUE,NA
CR,iceon,1996-11-25,1996,330,330,1,TRUE,NA
CR,iceon,1997-11-24,1997,328,328,1,TRUE,NA
CR,iceon,1998-12-21,1998,355,355,1,TRUE,NA
CR,iceon,1999-12-17,1999,351,351,1,TRUE,NA
CR,iceon,2000-12-04,2000,339,339,1,TRUE,NA
CR,iceon,2001-12-26,2001,360,360,1,TRUE,NA
CR,iceon,2002-11-27,2002,331,331,1,TRUE,NA
CR,iceon,2003-12-03,2003,337,337,1,TRUE,NA
CR,iceon,2004-12-17,2004,352,352,1,TRUE,NA
CR,iceon,2005-12-03,2005,337,337,1,TRUE,NA
CR,iceon,2006-12-05,2006,339,339,1,TRUE,NA
CR,iceon,2007-12-03,2007,337,337,1,TRUE,NA
CR,iceon,2008-12-01,2008,336,336,1,TRUE,NA
CR,iceon,2009-12-11,2009,345,345,1,TRUE,NA
CR,iceon,2010-12-04,2010,338,338,1,TRUE,NA
CR,iceon,2011-12-05,2011,339,339,1,TRUE,NA
CR,iceon,2012-12-10,2012,345,345,1,TRUE,NA
CR,iceon,2013-11-27,2013,331,331,1,TRUE,NA
CR,iceon,2014-11-21,2014,325,325,1,TRUE,NA
CR,iceon,2015-12-28,2015,362,362,1,TRUE,NA
CR,iceon,2016-12-12,2016,347,347,1,TRUE,NA
CR,iceon,2017-12-11,2017,345,345,1,TRUE,NA
CR,iceon,2018-11-19,2018,323,323,1,TRUE,NA
CR,iceon,2019-12-02,2019,336,336,1,TRUE,NA
CR,iceon,2020-12-02,2020,337,337,1,TRUE,NA
SP,iceon,1982-12-07,1982,341,341,1,TRUE,NA
SP,iceon,1983-12-03,1983,337,337,1,TRUE,NA
SP,iceon,1984-12-04,1984,339,339,1,TRUE,NA
SP,iceon,1985-11-25,1985,329,329,1,TRUE,NA
SP,iceon,1986-12-01,1986,335,335,1,TRUE,NA
SP,iceon,1987-12-03,1987,337,337,1,TRUE,NA
SP,iceon,1988-12-01,1988,336,336,1,TRUE,NA
SP,iceon,1989-11-27,1989,331,331,1,TRUE,NA
SP,iceon,1990-12-03,1990,337,337,1,TRUE,NA
SP,iceon,1991-11-29,1991,333,333,1,TRUE,NA
SP,iceon,1992-11-30,1992,335,335,1,TRUE,NA
SP,iceon,1993-11-30,1993,334,334,1,TRUE,NA
SP,iceon,1994-12-09,1994,343,343,1,TRUE,NA
SP,iceon,1995-11-24,1995,328,328,1,TRUE,NA
SP,iceon,1996-11-25,1996,330,330,1,TRUE,NA
SP,iceon,1997-12-22,1997,356,356,1,TRUE,NA
SP,iceon,1998-12-22,1998,356,356,1,TRUE,NA
SP,iceon,1999-12-17,1999,351,351,1,TRUE,NA
SP,iceon,2000-12-04,2000,339,339,1,TRUE,NA
SP,iceon,2001-12-26,2001,360,360,1,TRUE,NA
SP,iceon,2002-11-27,2002,331,331,1,TRUE,NA
SP,iceon,2003-12-03,2003,337,337,1,TRUE,NA
SP,iceon,2004-12-17,2004,352,352,1,TRUE,NA
SP,iceon,2005-12-03,2005,337,337,1,TRUE,NA
SP,iceon,2006-12-23,2006,357,357,1,TRUE,NA
SP,iceon,2007-12-03,2007,337,337,1,TRUE,NA
SP,iceon,2008-12-04,2008,339,339,1,TRUE,NA
SP,iceon,2009-12-11,2009,345,345,1,TRUE,NA
SP,iceon,2010-12-07,2010,341,341,1,TRUE,NA
SP,iceon,2011-12-06,2011,340,340,1,TRUE,NA
SP,iceon,2012-12-11,2012,346,346,1,TRUE,NA
SP,iceon,2013-11-27,2013,331,331,1,TRUE,NA
SP,iceon,2014-11-21,2014,325,325,1,TRUE,NA
SP,iceon,2015-12-28,2015,362,362,1,TRUE,NA
SP,iceon,2016-12-12,2016,347,347,1,TRUE,NA
SP,iceon,2017-12-11,2017,345,345,1,TRUE,NA
SP,iceon,2018-12-07,2018,341,341,1,TRUE,NA
SP,iceon,2019-12-02,2019,336,336,1,TRUE,NA
SP,iceon,2020-12-07,2020,342,342,1,TRUE,NA
TB,iceon,1982-11-22,1982,326,326,1,TRUE,NA
TB,iceon,1983-11-14,1983,318,318,1,TRUE,NA
TB,iceon,1984-11-12,1984,317,317,1,TRUE,NA
TB,iceon,1985-11-14,1985,318,318,1,TRUE,NA
TB,iceon,1986-11-11,1986,315,315,1,TRUE,NA
TB,iceon,1987-11-23,1987,327,327,1,TRUE,NA
TB,iceon,1988-11-18,1988,323,323,1,TRUE,NA
TB,iceon,1989-11-14,1989,318,318,1,TRUE,NA
TB,iceon,1990-11-26,1990,330,330,1,TRUE,NA
TB,iceon,1991-11-04,1991,308,308,1,TRUE,NA
TB,iceon,1992-11-13,1992,318,318,1,TRUE,NA
TB,iceon,1993-11-08,1993,312,312,1,TRUE,NA
TB,iceon,1994-11-26,1994,330,330,1,TRUE,NA
TB,iceon,1995-11-09,1995,313,313,1,TRUE,NA
TB,iceon,1996-11-11,1996,316,316,1,TRUE,NA
TB,iceon,1997-11-13,1997,317,317,1,TRUE,NA
TB,iceon,1998-12-08,1998,342,342,1,TRUE,NA
TB,iceon,1999-11-27,1999,331,331,1,TRUE,NA
TB,iceon,2000-11-20,2000,325,325,1,TRUE,NA
TB,iceon,2001-12-07,2001,341,341,1,TRUE,NA
TB,iceon,2002-11-14,2002,318,318,1,TRUE,NA
TB,iceon,2003-11-10,2003,314,314,1,TRUE,NA
TB,iceon,2004-11-24,2004,329,329,1,TRUE,NA
TB,iceon,2005-11-22,2005,326,326,1,TRUE,NA
TB,iceon,2006-11-30,2006,334,334,1,TRUE,NA
TB,iceon,2007-11-16,2007,320,320,1,TRUE,NA
TB,iceon,2008-11-19,2008,324,324,1,TRUE,NA
TB,iceon,2009-12-01,2009,335,335,1,TRUE,NA
TB,iceon,2010-11-27,2010,331,331,1,TRUE,NA
TB,iceon,2011-11-18,2011,322,322,1,TRUE,NA
TB,iceon,2012-11-26,2012,331,331,1,TRUE,NA
TB,iceon,2013-11-19,2013,323,323,1,TRUE,NA
TB,iceon,2014-11-10,2014,314,314,1,TRUE,NA
TB,iceon,2015-11-23,2015,327,327,1,TRUE,NA
TB,iceon,2016-12-05,2016,340,340,1,TRUE,NA
TB,iceon,2017-11-10,2017,314,314,1,TRUE,NA
TB,iceon,2018-11-09,2018,313,313,1,TRUE,NA
TB,iceon,2019-11-06,2019,310,310,1,TRUE,NA
TB,iceon,2020-11-16,2020,321,321,1,TRUE,NA
TR,iceon,1982-12-13,1982,347,347,1,TRUE,NA
TR,iceon,1983-12-03,1983,337,337,1,TRUE,NA
TR,iceon,1984-12-18,1984,353,353,1,TRUE,NA
TR,iceon,1985-12-04,1985,338,338,1,TRUE,NA
TR,iceon,1986-12-07,1986,341,341,1,TRUE,NA
TR,iceon,1987-12-22,1987,356,356,1,TRUE,NA
TR,iceon,1988-12-12,1988,347,347,1,TRUE,NA
TR,iceon,1989-12-01,1989,335,335,1,TRUE,NA
TR,iceon,1990-12-14,1990,348,348,1,TRUE,NA
TR,iceon,1991-12-02,1991,336,336,1,TRUE,NA
TR,iceon,1992-12-09,1992,344,344,1,TRUE,NA
TR,iceon,1993-11-30,1993,334,334,1,TRUE,NA
TR,iceon,1994-12-12,1994,346,346,1,TRUE,NA
TR,iceon,1995-11-29,1995,333,333,1,TRUE,NA
TR,iceon,1996-11-27,1996,332,332,1,TRUE,NA
TR,iceon,1997-12-22,1997,356,356,1,TRUE,NA
TR,iceon,1998-12-28,1998,362,362,1,TRUE,NA
TR,iceon,1999-12-20,1999,354,354,1,TRUE,NA
TR,iceon,2000-12-07,2000,342,342,1,TRUE,NA
TR,iceon,2001-12-31,2001,365,365,1,TRUE,NA
TR,iceon,2002-12-03,2002,337,337,1,TRUE,NA
TR,iceon,2003-12-03,2003,337,337,1,TRUE,NA
TR,iceon,2004-12-17,2004,352,352,1,TRUE,NA
TR,iceon,2005-12-08,2005,342,342,1,TRUE,NA
TR,iceon,2006-12-26,2006,360,360,1,TRUE,NA
TR,iceon,2007-12-10,2007,344,344,1,TRUE,NA
TR,iceon,2008-12-08,2008,343,343,1,TRUE,NA
TR,iceon,2009-12-17,2009,351,351,1,TRUE,NA
TR,iceon,2010-12-09,2010,343,343,1,TRUE,NA
TR,iceon,2012-01-03,2011,368,368,1,TRUE,NA
TR,iceon,2012-12-20,2012,355,355,1,TRUE,NA
TR,iceon,2013-12-08,2013,342,342,1,TRUE,NA
TR,iceon,2014-11-28,2014,332,332,1,TRUE,NA
TR,iceon,2016-01-04,2015,369,369,1,TRUE,NA
TR,iceon,2016-12-16,2016,351,351,1,TRUE,NA
TR,iceon,2017-12-14,2017,348,348,1,TRUE,NA
TR,iceon,2018-12-07,2018,341,341,1,TRUE,NA
TR,iceon,2019-12-11,2019,345,345,1,TRUE,NA
TR,iceon,2020-12-15,2020,350,350,1,TRUE,NA
ME,iceon,1996-12-20,1996,355,355,1,TRUE,NA
ME,iceon,1998-01-11,1997,376,376,1,TRUE,NA
ME,iceon,1998-12-30,1998,364,364,1,TRUE,NA
ME,iceon,2000-01-14,1999,379,379,1,TRUE,NA
ME,iceon,2000-12-13,2000,348,348,1,TRUE,NA
ME,iceon,2002-01-02,2001,367,367,1,TRUE,NA
ME,iceon,2003-01-04,2002,369,369,1,TRUE,NA
ME,iceon,2004-01-07,2003,372,372,1,TRUE,NA
ME,iceon,2004-12-25,2004,360,360,1,TRUE,NA
ME,iceon,2005-12-19,2005,353,353,1,TRUE,NA
ME,iceon,2007-01-20,2006,385,385,1,TRUE,NA
ME,iceon,2007-12-26,2007,360,360,1,TRUE,NA
ME,iceon,2008-12-16,2008,351,351,1,TRUE,NA
ME,iceon,2009-12-29,2009,363,363,1,TRUE,NA
ME,iceon,2010-12-15,2010,349,349,1,TRUE,NA
ME,iceon,2012-01-14,2011,379,379,1,TRUE,NA
ME,iceon,2013-01-14,2012,379,379,1,TRUE,NA
ME,iceon,2013-12-16,2013,350,350,1,TRUE,NA
ME,iceon,2015-01-02,2014,367,367,1,TRUE,NA
ME,iceon,2016-01-11,2015,376,376,1,TRUE,NA
ME,iceon,2017-01-01,2016,366,366,1,TRUE,NA
ME,iceon,2017-12-27,2017,361,361,1,TRUE,NA
ME,iceon,2018-12-15,2018,349,349,1,TRUE,NA
ME,iceon,2020-01-12,2019,377,377,1,TRUE,NA
MO,iceon,1996-12-20,1996,355,355,1,TRUE,NA
MO,iceon,1998-01-11,1997,376,376,1,TRUE,NA
MO,iceon,1998-12-30,1998,364,364,1,TRUE,NA
MO,iceon,2000-01-14,1999,379,379,1,TRUE,NA
MO,iceon,2000-12-13,2000,348,348,1,TRUE,NA
MO,iceon,2002-01-01,2001,366,366,1,TRUE,NA
MO,iceon,2002-12-09,2002,343,343,1,TRUE,NA
MO,iceon,2003-12-25,2003,359,359,1,TRUE,NA
MO,iceon,2004-12-24,2004,359,359,1,TRUE,NA
MO,iceon,2005-12-08,2005,342,342,1,TRUE,NA
MO,iceon,2007-01-18,2006,383,383,1,TRUE,NA
MO,iceon,2007-12-07,2007,341,341,1,TRUE,NA
MO,iceon,2008-12-16,2008,351,351,1,TRUE,NA
MO,iceon,2009-12-27,2009,361,361,1,TRUE,NA
MO,iceon,2010-12-09,2010,343,343,1,TRUE,NA
MO,iceon,2012-01-03,2011,368,368,1,TRUE,NA
MO,iceon,2012-12-31,2012,366,366,1,TRUE,NA
MO,iceon,2013-12-10,2013,344,344,1,TRUE,NA
MO,iceon,2014-12-02,2014,336,336,1,TRUE,NA
MO,iceon,2016-01-11,2015,376,376,1,TRUE,NA
MO,iceon,2016-12-16,2016,351,351,1,TRUE,NA
MO,iceon,2017-12-26,2017,360,360,1,TRUE,NA
MO,iceon,2018-12-11,2018,345,345,1,TRUE,NA
MO,iceon,2019-12-16,2019,350,350,1,TRUE,NA
WI,iceon,1996-11-27,1996,332,332,1,TRUE,NA
WI,iceon,1997-12-08,1997,342,342,1,TRUE,NA
WI,iceon,1998-12-22,1998,356,356,1,TRUE,NA
WI,iceon,1999-12-18,1999,352,352,1,TRUE,NA
WI,iceon,2000-11-21,2000,326,326,1,TRUE,NA
WI,iceon,2001-12-24,2001,358,358,1,TRUE,NA
WI,iceon,2002-12-02,2002,336,336,1,TRUE,NA
WI,iceon,2003-12-09,2003,343,343,1,TRUE,NA
WI,iceon,2004-12-14,2004,349,349,1,TRUE,NA
WI,iceon,2005-11-25,2005,329,329,1,TRUE,NA
WI,iceon,2006-12-03,2006,337,337,1,TRUE,NA
WI,iceon,2007-11-30,2007,334,334,1,TRUE,NA
WI,iceon,2008-11-22,2008,327,327,1,TRUE,NA
WI,iceon,2009-12-10,2009,344,344,1,TRUE,NA
WI,iceon,2010-12-04,2010,338,338,1,TRUE,NA
WI,iceon,2011-12-11,2011,345,345,1,TRUE,NA
WI,iceon,2012-12-21,2012,356,356,1,TRUE,NA
WI,iceon,2013-11-27,2013,331,331,1,TRUE,NA
WI,iceon,2014-11-14,2014,318,318,1,TRUE,NA
WI,iceon,2015-12-30,2015,364,364,1,TRUE,NA
WI,iceon,2016-12-09,2016,344,344,1,TRUE,NA
WI,iceon,2017-12-10,2017,344,344,1,TRUE,NA
WI,iceon,2018-12-07,2018,341,341,1,TRUE,NA
WI,iceon,2019-11-12,2019,316,316,1,TRUE,NA
FI,iceon,1996-12-20,1996,355,355,1,TRUE,NA
FI,iceon,1998-01-11,1997,376,376,1,TRUE,NA
FI,iceon,1998-12-30,1998,364,364,1,TRUE,NA
FI,iceon,2000-01-14,1999,379,379,1,TRUE,NA
FI,iceon,2000-12-13,2000,348,348,1,TRUE,NA
FI,iceon,2002-01-01,2001,366,366,1,TRUE,NA
FI,iceon,2002-12-09,2002,343,343,1,TRUE,NA
FI,iceon,2003-12-25,2003,359,359,1,TRUE,NA
FI,iceon,2004-12-24,2004,359,359,1,TRUE,NA
FI,iceon,2005-12-08,2005,342,342,1,TRUE,NA
FI,iceon,2007-01-18,2006,383,383,1,TRUE,NA
FI,iceon,2007-12-07,2007,341,341,1,TRUE,NA
FI,iceon,2008-12-16,2008,351,351,1,TRUE,NA
FI,iceon,2009-12-27,2009,361,361,1,TRUE,NA
FI,iceon,2010-12-09,2010,343,343,1,TRUE,NA
FI,iceon,2012-01-03,2011,368,368,1,TRUE,NA
FI,iceon,2012-12-31,2012,366,366,1,TRUE,NA
FI,iceon,2013-12-10,2013,344,344,1,TRUE,NA
FI,iceon,2014-12-02,2014,336,336,1,TRUE,NA
FI,iceon,2016-01-11,2015,376,376,1,TRUE,NA
FI,iceon,2016-12-16,2016,351,351,1,TRUE,NA
FI,iceon,2017-12-26,2017,360,360,1,TRUE,NA
FI,iceon,2018-12-11,2018,345,345,1,TRUE,NA
FI,iceon,2019-12-16,2019,350,350,1,TRUE,NA
AL,straton,1982-05-11,1982,131,109.92758787585768,0.9397563245752952,TRUE,FALSE
AL,straton,1983-05-10,1983,130,142.66007238425146,0.8714987110208234,TRUE,FALSE
AL,straton,1984-05-23,1984,144,132.15166061507375,0.9302290980363864,TRUE,FALSE
AL,straton,1985-04-30,1985,120,87.92979636542356,0.876733013569986,TRUE,FALSE
AL,straton,1986-05-08,1986,128,120.0192077940522,0.9267651037753928,TRUE,FALSE
AL,straton,1987-05-04,1987,124,112.73010733151216,0.9010142779100492,TRUE,FALSE
AL,straton,1988-05-09,1988,130,127.4497887774839,0.9120980340176216,TRUE,FALSE
AL,straton,1989-05-16,1989,136,123.30255792776444,0.94244905562459,TRUE,FALSE
AL,straton,1990-04-30,1990,120,111.30658196266522,0.910002645679788,TRUE,FALSE
AL,straton,1991-05-21,1991,141,130.4679608389776,0.9457833304982556,TRUE,FALSE
AL,straton,1992-05-18,1992,139,112.68798226617308,0.907256239764474,TRUE,FALSE
AL,straton,1993-05-17,1993,137,129.58089949628388,0.9658470990841992,TRUE,FALSE
AL,straton,1994-05-20,1994,140,121.11086918449548,0.891080881785055,TRUE,FALSE
AL,straton,1995-05-30,1995,150,153.20298632526286,0.8593383583587273,TRUE,FALSE
AL,straton,1996-05-30,1996,151,140.8807560946237,0.9780221977739174,TRUE,FALSE
AL,straton,1997-05-13,1997,133,135.83972539087262,0.9566559911375832,TRUE,FALSE
AL,straton,1998-04-22,1998,112,96.01327625469376,0.9175013331072556,TRUE,FALSE
AL,straton,1999-05-06,1999,126,101.95941968867112,0.904799350668577,TRUE,FALSE
AL,straton,2000-05-04,2000,125,107.4643695011144,0.9067238982463528,TRUE,FALSE
AL,straton,2001-05-01,2001,121,118.0008254655364,0.9765062214453852,TRUE,FALSE
AL,straton,2002-06-03,2002,154,150.00947170981698,0.9381641859189488,TRUE,FALSE
AL,straton,2003-04-30,2003,120,141.06158559616608,0.9370874254304998,TRUE,FALSE
AL,straton,2004-05-10,2004,131,143.6529259691325,0.8116391827481987,TRUE,FALSE
AL,straton,2005-04-19,2005,109,138.95141731705831,0.9271052468336064,TRUE,FALSE
AL,straton,2006-04-20,2006,110,128.15291500136107,0.90354130728476445,TRUE,FALSE
AL,straton,2007-04-23,2007,113,115.61364031049644,0.9122068976292912,TRUE,FALSE
AL,straton,2008-05-08,2008,129,115.977277325478,0.8413519876791241,TRUE,FALSE
AL,straton,2009-05-12,2009,132,160.57078102602082,0.6203419561298165,TRUE,FALSE
AL,straton,2010-04-27,2010,117,120.05215868926476,0.905920592514151,TRUE,FALSE
AL,straton,2011-05-17,2011,137,130.3034512771664,0.9583604781760258,TRUE,FALSE
AL,straton,2012-05-14,2012,135,116.21505697642772,0.939693877160702,TRUE,FALSE
AL,straton,2013-05-14,2013,134,137.88189734757927,0.9632074240304324,TRUE,FALSE
AL,straton,2014-05-20,2014,140,130.40548261307092,0.9540290543949566,TRUE,FALSE
AL,straton,2015-05-05,2015,125,127.28763246426098,0.8254202759642317,TRUE,FALSE
AL,straton,2016-04-25,2016,116,124.32832218192183,0.9620661750905511,TRUE,FALSE
AL,straton,2017-05-16,2017,136,127.68068635373528,0.9403537020284194,TRUE,FALSE
AL,straton,2018-05-14,2018,134,115.17695541508728,0.8981721533396467,TRUE,FALSE
AL,straton,2019-05-07,2019,127,136.45544541998945,0.9772643643778656,TRUE,FALSE
AL,straton,2020-06-03,2020,155,134.44619817585297,0.9791488911161358,TRUE,FALSE
AL,stratoff,1982-10-05,1982,278,245.5493224933828,0.9397563245752952,TRUE,FALSE
AL,stratoff,1983-09-29,1983,272,276.9544067547633,0.8714987110208234,TRUE,FALSE
AL,stratoff,1984-10-15,1984,289,254.8336039643251,0.9302290980363864,TRUE,FALSE
AL,stratoff,1985-09-12,1985,255,226.41723029024703,0.876733013569986,TRUE,FALSE
AL,stratoff,1986-08-26,1986,238,243.69138191655716,0.9267651037753928,TRUE,FALSE
AL,stratoff,1987-09-10,1987,253,247.39615334303653,0.9010142779100492,TRUE,FALSE
AL,stratoff,1988-08-30,1988,243,246.11214714355629,0.9120980340176216,TRUE,FALSE
AL,stratoff,1989-09-19,1989,262,255.9318535138338,0.94244905562459,TRUE,FALSE
AL,stratoff,1990-09-04,1990,247,255.93230778229457,0.910002645679788,TRUE,FALSE
AL,stratoff,1991-09-10,1991,253,257.916617429084,0.9457833304982556,TRUE,FALSE
AL,stratoff,1992-10-06,1992,280,251.67829702508715,0.907256239764474,TRUE,FALSE
AL,stratoff,1993-09-09,1993,252,248.69831416467383,0.9658470990841992,TRUE,FALSE
AL,stratoff,1994-09-21,1994,264,276.51408579093277,0.891080881785055,TRUE,FALSE
AL,stratoff,1995-10-02,1995,275,275.4094200899062,0.8593383583587273,TRUE,FALSE
AL,stratoff,1996-10-16,1996,290,257.0614375111325,0.9780221977739174,TRUE,FALSE
AL,stratoff,1997-09-08,1997,251,257.9836193551661,0.9566559911375832,TRUE,FALSE
AL,stratoff,1998-09-22,1998,265,266.57965622092007,0.9175013331072556,TRUE,FALSE
AL,stratoff,1999-09-07,1999,250,260.07382038640435,0.904799350668577,TRUE,FALSE
AL,stratoff,2000-10-16,2000,290,261.3985029960042,0.9067238982463528,TRUE,FALSE
AL,stratoff,2001-09-17,2001,260,251.9404247912312,0.9765062214453852,TRUE,FALSE
AL,stratoff,2002-09-24,2002,267,266.0537504995692,0.9381641859189488,TRUE,FALSE
AL,stratoff,2003-09-17,2003,260,254.69527304027724,0.9370874254304998,TRUE,FALSE
AL,stratoff,2004-10-11,2004,285,230.318580428697,0.8116391827481987,TRUE,FALSE
AL,stratoff,2005-10-03,2005,276,256.11316436489597,0.9271052468336064,TRUE,FALSE
AL,stratoff,2006-10-04,2006,277,254.99935111478896,0.90354130728476445,TRUE,FALSE
AL,stratoff,2007-10-08,2007,281,245.05852939881544,0.9122068976292912,TRUE,FALSE
AL,stratoff,2008-09-22,2008,266,250.68095429849168,0.8413519876791241,TRUE,FALSE
AL,stratoff,2009-09-14,2009,257,289.9031027398391,0.6203419561298165,TRUE,FALSE
AL,stratoff,2010-10-12,2010,285,248.8261972684305,0.905920592514151,TRUE,FALSE
AL,stratoff,2011-10-05,2011,278,251.1567491610139,0.9583604781760258,TRUE,FALSE
AL,stratoff,2012-10-01,2012,275,254.59826337017236,0.939693877160702,TRUE,FALSE
AL,stratoff,2013-10-14,2013,287,275.8779697777752,0.9632074240304324,TRUE,FALSE
AL,stratoff,2014-10-06,2014,279,264.86734924042946,0.9540290543949566,TRUE,FALSE
AL,stratoff,2015-09-21,2015,264,269.49457381345724,0.8254202759642317,TRUE,FALSE
AL,stratoff,2016-09-26,2016,270,268.1715159004782,0.9620661750905511,TRUE,FALSE
AL,stratoff,2017-10-04,2017,277,274.4759123999977,0.9403537020284194,TRUE,FALSE
AL,stratoff,2018-10-02,2018,275,273.3610320298238,0.8981721533396467,TRUE,FALSE
AL,stratoff,2019-09-23,2019,266,256.9803351222245,0.9772643643778656,TRUE,FALSE
AL,stratoff,2020-09-08,2020,252,243.92922707325795,0.9791488911161358,TRUE,FALSE
AL,energy,1982-07-21,1982,202,198.18991870089204,0.9781558597539532,TRUE,FALSE
AL,energy,1983-07-20,1983,201,219.65293850861215,0.9857220646923998,TRUE,FALSE
AL,energy,1984-08-14,1984,227,196.32571311710657,0.9785666259850244,TRUE,FALSE
AL,energy,1985-08-07,1985,219,199.9936592786271,0.9817882877799762,TRUE,FALSE
AL,energy,1986-07-28,1986,209,194.78892947154765,0.9824248292566754,TRUE,FALSE
AL,energy,1987-07-27,1987,208,196.2619642162684,0.9872146592108294,TRUE,FALSE
AL,energy,1988-08-03,1988,216,191.58150168830335,0.9792167124635952,TRUE,FALSE
AL,energy,1989-07-25,1989,206,204.21733943237805,0.952470236469724,TRUE,FALSE
AL,energy,1990-07-24,1990,205,214.30448576628683,0.9831632471022737,TRUE,FALSE
AL,energy,1991-07-15,1991,196,191.5026729530581,0.9737415193714598,TRUE,FALSE
AL,energy,1992-08-12,1992,225,205.6562775970556,0.971584368583539,TRUE,FALSE
AL,energy,1993-08-26,1993,238,217.01998922345928,0.9806638638296046,TRUE,FALSE
AL,energy,1994-06-27,1994,178,194.58145721445,0.982130515460806,TRUE,FALSE
AL,energy,1995-08-08,1995,220,212.37151187438016,0.9800697392335824,TRUE,FALSE
AL,energy,1996-09-03,1996,247,181.84407289457343,0.9804312999154566,TRUE,FALSE
AL,energy,1997-07-31,1997,212,202.7948562466959,0.9847156614086672,TRUE,FALSE
AL,energy,1998-07-13,1998,194,200.87988827090768,0.9778821044325784,TRUE,FALSE
AL,energy,1999-07-28,1999,209,210.4846484379287,0.974143061247044,TRUE,FALSE
